日期,销量,浏览量,转化率,视频个数,直播个数,热推达人数,filename
20240527,5000~7500,22677,20%~25%,43,0,1249,达多多_商品总体销量历史_娘帮手衣架防滑挂衣两用成人学生护晒衣服架无痕防肩角收纳晾衣撑
20240528,5000~7500,20295,25%~30%,44,0,975,达多多_商品总体销量历史_娘帮手衣架防滑挂衣两用成人学生护晒衣服架无痕防肩角收纳晾衣撑
20240529,2500~5000,14428,25%~30%,28,0,1047,达多多_商品总体销量历史_娘帮手衣架防滑挂衣两用成人学生护晒衣服架无痕防肩角收纳晾衣撑
20240301,0,0,-,0,0,0,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240302,0~25,16,10%~15%,8,0,3,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240303,0,0,-,0,0,0,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240304,0,0,-,0,0,0,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240305,0,0,-,0,0,0,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240306,0,0,-,0,0,0,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240307,0,0,-,0,0,0,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240308,0,0,-,0,0,0,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240309,50~75,341,15%~20%,2,1,3,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240310,100~250,735,20%~25%,0,1,2,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240311,0,0,-,0,0,0,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240312,0~25,66,5%~10%,1,0,1,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240313,0~25,39,5%~10%,1,1,4,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240314,0~25,59,5%~10%,0,0,2,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240315,1000~2500,9224,25%~30%,0,1,5,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240316,1000~2500,8264,25%~30%,1,2,16,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240317,2500~5000,10467,25%~30%,3,2,24,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240318,2500~5000,10336,25%~30%,3,4,308,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240319,1000~2500,5548,20%~25%,20,5,643,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240320,1000~2500,4430,25%~30%,36,5,368,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240321,1000~2500,4873,30%+,48,8,179,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240322,1000~2500,4885,30%+,50,8,165,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240323,1000~2500,3339,30%+,56,9,152,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240324,1000~2500,4604,25%~30%,57,3,128,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240325,1000~2500,5277,30%+,65,8,113,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240326,1000~2500,5457,30%+,65,9,100,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240327,1000~2500,5311,30%+,73,4,393,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240328,1000~2500,4347,30%+,82,5,272,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240329,1000~2500,4275,30%+,78,11,233,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240330,500~750,2637,25%~30%,81,5,259,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240331,1000~2500,4471,30%+,89,7,259,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240401,1000~2500,4790,25%~30%,79,3,225,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240402,1000~2500,4123,25%~30%,78,10,204,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240403,750~1000,3471,20%~25%,84,7,224,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240404,50~75,1201,5%~10%,74,6,242,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240405,50~75,1052,5%~10%,70,5,325,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240406,250~500,2281,20%~25%,60,5,227,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240407,2500~5000,9685,30%+,58,8,357,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240408,1000~2500,4661,25%~30%,61,6,552,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240409,750~1000,4368,20%~25%,64,10,772,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240410,750~1000,3557,20%~25%,63,11,689,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240411,2500~5000,9956,25%~30%,56,8,666,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240412,1000~2500,7386,25%~30%,57,7,484,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240413,75~100,1541,5%~10%,60,4,502,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240414,2500~5000,17076,25%~30%,62,4,425,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240415,1000~2500,4948,20%~25%,49,12,537,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240416,750~1000,4670,20%~25%,65,9,481,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240417,1000~2500,8090,25%~30%,62,8,607,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240418,1000~2500,6805,25%~30%,62,4,751,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240419,2500~5000,10611,25%~30%,53,9,887,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240420,2500~5000,13853,30%+,62,7,1059,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240421,1000~2500,5552,25%~30%,60,15,1132,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240422,2500~5000,9262,25%~30%,71,22,1013,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240423,2500~5000,14514,30%+,43,14,1021,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240424,2500~5000,13802,25%~30%,74,8,837,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240425,1000~2500,7817,25%~30%,81,0,951,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240426,2500~5000,14684,25%~30%,80,0,905,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240427,100~250,2945,5%~10%,82,0,1152,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240428,100~250,3493,5%~10%,80,0,1689,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240429,2500~5000,14206,25%~30%,85,0,2219,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240430,2500~5000,14944,25%~30%,79,0,1546,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240501,100~250,1991,5%~10%,63,0,75,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240502,100~250,1784,5%~10%,52,0,82,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240503,100~250,1809,5%~10%,80,0,119,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240504,2500~5000,9918,25%~30%,56,1,698,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240505,1000~2500,8076,25%~30%,60,1,1220,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240506,2500~5000,13848,25%~30%,90,3,1145,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240507,5000~7500,25408,25%~30%,69,1,588,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240508,2500~5000,16178,25%~30%,60,1,300,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240509,5000~7500,17927,30%+,85,0,421,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240510,2500~5000,15512,30%+,73,0,837,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240511,5000~7500,20411,30%+,83,1,652,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240512,5000~7500,21848,30%+,76,1,723,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240513,5000~7500,23078,25%~30%,115,1,874,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240514,5000~7500,21146,25%~30%,125,2,476,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240515,5000~7500,20786,25%~30%,129,1,512,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240516,2500~5000,16488,25%~30%,132,1,518,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240517,5000~7500,19005,25%~30%,119,1,1165,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240518,500~750,5184,10%~15%,56,1,1437,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240519,5000~7500,17027,25%~30%,57,1,848,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240520,5000~7500,16702,30%+,48,1,893,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240521,5000~7500,21306,30%+,40,2,616,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240522,5000~7500,20203,30%+,34,1,513,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240523,5000~7500,17185,30%+,27,3,601,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240524,5000~7500,16915,30%+,22,2,628,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240525,750~1000,4429,15%~20%,16,1,554,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240526,7500~1w,31898,30%+,13,0,442,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240527,5000~7500,21014,25%~30%,11,0,469,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240528,5000~7500,16783,30%+,9,0,522,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240529,5000~7500,17697,25%~30%,7,0,648,达多多_商品总体销量历史_宝家洁洗脸巾小拖把免手洗懒人神器拖布干湿两用家用拖地平板拖把
20240301,2500~5000,15747,15%~20%,277,139,3949,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240302,2500~5000,14725,20%~25%,253,128,3328,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240303,2500~5000,16044,15%~20%,260,124,2713,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240304,2500~5000,17108,20%~25%,263,158,3599,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240305,5000~7500,28480,20%~25%,278,155,5901,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240306,2500~5000,18868,20%~25%,256,144,8217,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240307,2500~5000,13207,20%~25%,305,152,7182,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240308,1000~2500,8438,15%~20%,264,148,3824,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240309,1000~2500,11307,20%~25%,304,121,3563,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240310,2500~5000,14744,25%~30%,273,132,4514,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240311,2500~5000,15119,20%~25%,292,150,5836,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240312,2500~5000,14843,20%~25%,289,148,48125,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240313,2500~5000,13331,15%~20%,269,156,64010,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240314,2500~5000,12288,20%~25%,308,148,48829,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240315,2500~5000,12799,15%~20%,284,156,51673,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240316,2500~5000,13962,20%~25%,260,163,51634,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240317,2500~5000,14761,20%~25%,255,141,71540,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240318,2500~5000,17502,20%~25%,260,150,53512,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240319,2500~5000,18493,15%~20%,284,170,42101,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240320,2500~5000,13979,20%~25%,276,178,41511,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240321,2500~5000,13557,20%~25%,277,175,35978,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240322,2500~5000,12904,20%~25%,261,164,23724,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240323,2500~5000,13885,20%~25%,291,166,17330,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240324,2500~5000,16074,20%~25%,292,148,12377,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240325,2500~5000,15156,20%~25%,296,165,8562,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240326,2500~5000,13215,20%~25%,285,166,27754,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240327,2500~5000,15097,20%~25%,282,158,18095,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240328,2500~5000,12946,20%~25%,284,155,7684,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240329,1000~2500,11367,20%~25%,261,166,3951,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240330,1000~2500,10732,20%~25%,275,141,4362,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240331,2500~5000,11946,20%~25%,250,123,4642,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240401,2500~5000,14342,20%~25%,269,144,6513,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240402,2500~5000,19199,20%~25%,254,153,15927,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240403,2500~5000,18964,20%~25%,260,163,17469,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240404,2500~5000,13549,15%~20%,260,131,27023,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240405,2500~5000,15251,20%~25%,275,129,18579,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240406,2500~5000,16857,15%~20%,287,156,26338,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240407,2500~5000,15293,15%~20%,298,156,23159,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240408,2500~5000,14711,15%~20%,281,173,9206,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240409,2500~5000,15682,15%~20%,281,184,8849,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240410,2500~5000,15842,15%~20%,293,200,12847,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240411,2500~5000,15726,20%~25%,278,191,9574,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240412,2500~5000,17694,20%~25%,334,174,7639,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240413,2500~5000,16923,20%~25%,336,183,6393,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240414,5000~7500,25052,20%~25%,365,163,7064,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240415,5000~7500,24580,20%~25%,308,195,9157,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240416,5000~7500,24763,20%~25%,393,177,8233,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240417,2500~5000,17334,20%~25%,396,142,10159,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240418,2500~5000,19130,20%~25%,396,128,10216,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240419,2500~5000,22999,20%~25%,419,149,11629,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240420,2500~5000,22225,20%~25%,391,131,11426,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240421,2500~5000,23082,20%~25%,416,127,5611,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240422,2500~5000,20418,20%~25%,429,203,6002,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240423,2500~5000,19870,20%~25%,281,186,5080,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240424,2500~5000,21025,20%~25%,491,67,7000,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240425,2500~5000,19779,20%~25%,482,3,5969,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240426,2500~5000,16982,15%~20%,431,2,6281,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240427,5000~7500,22731,20%~25%,462,1,6237,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240428,2500~5000,21191,20%~25%,409,3,6263,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240429,5000~7500,23127,20%~25%,449,0,10520,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240430,2500~5000,21686,20%~25%,434,0,12820,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240501,2500~5000,20311,15%~20%,383,1,9887,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240502,2500~5000,20614,15%~20%,287,0,14922,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240503,2500~5000,19077,15%~20%,428,5,6843,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240504,2500~5000,25244,15%~20%,270,4,9558,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240505,2500~5000,25341,15%~20%,249,4,7858,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240506,2500~5000,23955,15%~20%,449,15,16078,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240507,2500~5000,25387,15%~20%,405,11,10063,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240508,2500~5000,20396,15%~20%,344,2,2657,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240509,2500~5000,18809,15%~20%,438,3,1792,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240510,2500~5000,20761,15%~20%,364,2,1776,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240511,2500~5000,17708,15%~20%,331,10,1731,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240512,2500~5000,19342,15%~20%,315,11,3116,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240513,2500~5000,20369,15%~20%,359,10,3956,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240514,2500~5000,23388,15%~20%,311,9,5819,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240515,2500~5000,21482,15%~20%,324,6,6629,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240516,2500~5000,23472,15%~20%,272,9,6436,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
20240517,2500~5000,20724,15%~20%,293,3,6343,达多多_商品总体销量历史_宝时洁魔术扫把扫地硅胶地刮地板清理扫帚浴室卫生间刮水器扫头发
